region,location,street_address,num_of_rooms,size,fee,final_price,percentage_change,initial_price
Uppsalakommun,Kungsängen,Industrigatan 25,1,32.0,1927,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Stenhagen,Citrinvägen 1,4,94.0,4681,2285000,"
            +2 %
          ",2240196
Uppsalakommun,Centrum,Bäverns gränd 18A,6,134.5,7399,3900000,"
            +12 %
          ",3482142
Uppsalakommun,Fålhagen,Vaksalagatan 55,1,21.0,2386,1150000,"
            +5 %
          ",1095238
Uppsalakommun,FrämreLuthagen,Odensgatan 4B,3,74.2,4505,4095000,"
            +21 %
          ",3384297
Uppsalakommun,Salabacke,Källparksgatan 16,2,55.0,2548,1960000,"
            +19 %
          ",1647058
Uppsalakommun,Uppsala,Vackra birgers väg 151,4,91.5,5346,1880000,"
            +2 %
          ",1843137
Uppsalakommun,Luthagen,S:t Johannesgatan 36 A,1,33.0,2430,1580000,"
            +2 %
          ",1549019
Uppsalakommun,Salabacke,Murargatan 14 E,2,56.1,3260,2120000,"
            +12 %
          ",1892857
Uppsalakommun,NybyGård,Hurtigs gata 8,2,57.5,3559,1905000,"
            +6 %
          ",1797169
Uppsalakommun,Sävja,Smålandsvägen 80,4,95.0,7179,2410000,"
            +16 %
          ",2077586
Uppsalakommun,Uppsala,Dag Hammarskjöldsväg 15F,1,31.0,2658,1640000,"
            +3 %
          ",1592233
Uppsalakommun,Stabby,Hällbygatan 32E,1,23.5,1480,1395000,"
            ±0 %
          ",1395000
Uppsalakommun,Salabacke,Byggmästargatan 15A,3,77.5,3889,2400000,"
            -4 %
          ",2307692
Uppsalakommun,Årsta,Kamomillgatan 23,3,78.0,4280,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Stenhagen,Stenrösvägen 5,2,68.5,5120,1235000,"
            ±0 %
          ",1235000
Uppsalakommun,Fålhagen,Petterslundsgatan 9 E,4,91.7,3967,3400000,"
            +3 %
          ",3300970
Uppsalakommun,Fålhagen,Hjalmar Brantingsgatan 5B,2,58.6,3306,2950000,,3300970
Uppsalakommun,Fålhagen,Väderkvarnsgatan 29B,3,84.0,3600,4400000,"
            +11 %
          ",3963963
Uppsalakommun,FrämreLuthagen,S:t Johannesgatan 5,1,48.0,2015,2975000,"
            +6 %
          ",2806603
Uppsalakommun,Kapellgärdet,Djäknegatan 24,2,55.1,3219,1910000,"
            +9 %
          ",1752293
Uppsalakommun,Sävja,Västgötaresan 97B,3,66.0,4662,1705000,"
            +18 %
          ",1444915
Uppsalakommun,Höganäs,Höganäsgatan 11A,4,112.1,4302,4350000,"
            ±0 %
          ",4350000
Uppsalakommun,Stabby,Tiundagatan 43,4,89.0,4501,3420000,"
            +10 %
          ",3109090
Uppsalakommun,Tunabackar,Väpnargatan 15C,2,59.0,2909,2050000,"
            +8 %
          ",1898148
Uppsalakommun,Tunabackar,Fjärdhundragatan 48,3.5,76.5,3919,2700000,"
            +8 %
          ",2500000
Uppsalakommun,Salabacke,Apelgatan 9C,2,59.5,3220,2160000,"
            +14 %
          ",1894736
Uppsalakommun,Gottsunda,Cellovägen 38,2,62.5,3666,1275000,"
            +28 %
          ",996093
Uppsalakommun,Svartbäcken,Sköldungagatan 51,3,85.9,2669,3000000,"
            +4 %
          ",2884615
Uppsalakommun,Kapellgärdet,Kapellgatan 3,3,78.5,4514,3250000,"
            ±0 %
          ",3250000
Uppsalakommun,Centrum,Övre slottsgatan 12,3,88.0,4518,5300000,"
            +4 %
          ",5096153
Uppsalakommun,Gränby,Regngatan 21,3,59.5,3765,1700000,"
            ±0 %
          ",1700000
Uppsalakommun,Slavsta,Mariedalsgatan 2,2,60.0,4243,1840000,"
            +9 %
          ",1688073
Uppsalakommun,Salabacke,Årstagatan 20 B,2,56.0,3332,1950000,"
            ±0 %
          ",1950000
Uppsalakommun,Luthagen,Tegnérgatan 25 B,1,24.0,1666,1975000,"
            ±0 %
          ",1975000
Uppsalakommun,Vårdsätra,Eksätravägen 152 BV,2,62.2,4388,1695000,"
            +6 %
          ",1599056
Uppsalakommun,Centrum,Hamnesplanaden 4B,4,103.2,4990,4850000,"
            +39 %
          ",3489208
Uppsalakommun,FrämreLuthagen,Torsgatan 6 B,4,102.0,3821,5630000,"
            +15 %
          ",4895652
Uppsalakommun,Svartbäcken,Svartbäcksgatan 97D,1,19.0,1520,1295000,"
            ±0 %
          ",1295000
Uppsalakommun,Rosendal,Rosendalsvägen 12,1,27.0,1295,1780000,"
            -1 %
          ",1762376
Uppsalakommun,Eriksberg,Stigbergsvägen 2B,4,101.5,5223,4250000,"
            +25 %
          ",3400000
Uppsalakommun,Kapellgärdet,Torngatan 34,3,88.0,4310,3550000,,3400000
Uppsalakommun,Kapellgärdet,Portalgatan 4 D,3,84.0,4790,3690000,"
            +15 %
          ",3208695
Uppsalakommun,Fålhagen,Petterslundsgatan 18B,4,100.1,5719,2995000,"
            ±0 %
          ",2995000
Uppsalakommun,Salabacke,Lästmakargatan 3B,2,61.0,3643,2200000,"
            +16 %
          ",1896551
Uppsalakommun,Kungsängen,Muningatan 21,3.5,88.0,3292,4250000,"
            +15 %
          ",3695652
Uppsalakommun,Salabacke,Apelgatan 9 D,3,70.5,3698,2430000,"
            +6 %
          ",2292452
Uppsalakommun,Rosendal,Amanuensgatan 5,2,52.0,3075,2200000,"
            -2 %
          ",2156862
Uppsalakommun,Rosendal,Betty Petterssons gata 9,2,47.0,2499,2650000,"
            -5 %
          ",2523809
Uppsalakommun,KAPELLGÄRDET,Djäknegatan 25A,2.5,57.0,3357,2200000,"
            +10 %
          ",1999999
Uppsalakommun,Fålhagen,"Väderkvarnsgatan 52C, 1tr",1.5,48.0,2364,2140000,"
            +7 %
          ",2000000
Uppsalakommun,Årsta,Kummingatan 36B,2.5,60.3,3422,1950000,,2000000
Uppsalakommun,Kungsängen,Siktargatan 2,2,54.5,3312,2450000,"
            ±0 %
          ",2450000
Uppsalakommun,Kungsängen,Kungsgatan 91B,1,35.0,2382,1950000,"
            ±0 %
          ",1950000
Uppsalakommun,FrämreLuthagen,Luthagsesplanaden 9A,1,16.3,996,1370000,"
            -2 %
          ",1343137
Uppsalakommun,Kungsängen,Tullgarnsgatan 16,3,82.0,4452,3400000,"
            +10 %
          ",3090909
Uppsalakommun,Fålhagen,Fålhagsleden 6B,1,36.5,2032,1920000,"
            +1 %
          ",1900990
Uppsalakommun,Fålhagen,Österängsgatan 26B,4,86.4,3749,3100000,"
            +7 %
          ",2897196
Uppsalakommun,Fålhagen,Frodegatan 15A,3,65.0,3070,3500000,"
            +13 %
          ",3097345
Uppsalakommun,Luthagen,Sturegatan 23A,2,57.0,2998,2525000,"
            +10 %
          ",2295454
Uppsalakommun,Centrum,Vaksalagatan 30A,2,64.0,3707,2295000,"
            +18 %
          ",1944915
Uppsalakommun,Löten,Ferlinsgatan 61,3,83.0,4855,2175000,"
            +9 %
          ",1995412
Uppsalakommun,Salabacke,Apelgatan 9 A,1,39.0,2201,1650000,"
            ±0 %
          ",1650000
Uppsalakommun,Årsta,Kamomillgatan 15,2,63.0,3528,1825000,"
            -1 %
          ",1806930
Uppsalakommun,Kungsängen,Industrigatan 19,5,127.5,5212,6150000,"
            +4 %
          ",5913461
Uppsalakommun,Uppsala,Sågargatan 6C,3,74.0,3509,3400000,"
            +8 %
          ",3148148
Uppsalakommun,Tunabackar,Väpnargatan 7C,2,59.0,2913,2000000,"
            +6 %
          ",1886792
Uppsalakommun,Svartbäcken,Egilsgatan 9C,2,52.5,3851,1750000,"
            ±0 %
          ",1750000
Uppsalakommun,Kapellgärdet,Margit Sahlins gata 3,2,38.0,2435,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Sävja,"Gotlandsresan 172, 1tr",2,68.5,4293,1315000,"
            +2 %
          ",1289215
Uppsalakommun,Fålhagen,Eskilsgatan 3B,1,38.5,2593,2220000,"
            +11 %
          ",1999999
Uppsalakommun,Fålhagen,Vaksalagatan 55,1,21.0,2828,1195000,"
            ±0 %
          ",1195000
Uppsalakommun,Centrum,Drottninggatan 6B,2,78.4,3385,3575000,"
            +2 %
          ",3504901
Uppsalakommun,Fålhagen,Torkelsgatan 7B,2,50.0,3601,2200000,"
            ±0 %
          ",2200000
Uppsalakommun,Gränby,Regngatan 3,4,96.0,5584,2650000,"
            +11 %
          ",2387387
Uppsalakommun,Rosendal,"Torgny Segerstedts allé 9, vån 3",4,91.0,4550,3450000,"
            -1 %
          ",3415841
Uppsalakommun,Fålhagen,Väderkvarnsgatan 43B,1.5,52.7,2630,2500000,"
            +14 %
          ",2192982
Uppsalakommun,NorraLuthagen,Gimogatan 2A,2,44.0,2800,2250000,"
            -6 %
          ",2122641
Uppsalakommun,Eriksberg,Granitvägen 24E,3,68.0,3115,2650000,"
            +13 %
          ",2345132
Uppsalakommun,Svartbäcken,Folkungagatan 6C,3,74.0,3897,2640000,"
            +10 %
          ",2400000
Uppsalakommun,Kapellgärdet,Portalgatan 68,4,87.0,4267,3475000,"
            +2 %
          ",3406862
Uppsalakommun,ROSENDAL,Torgny Segerstedts allé 15,4,97.0,4850,4160000,"
            -1 %
          ",4118811
Uppsalakommun,NorraLuthagen,Fyrisvallsgatan 8 B,4,91.0,4793,3320000,"
            +7 %
          ",3102803
Uppsalakommun,Ekeby,Flogstavägen 5 B,2.5,63.0,5493,1700000,,3102803
Uppsalakommun,Stenhagen,Stenrösvägen 5,3,79.5,5911,1395000,"
            ±0 %
          ",1395000
Uppsalakommun,FrämreLuthagen,Vasagatan 1 A,1,35.0,2497,2800000,"
            ±0 %
          ",2800000
Uppsalakommun,Svartbäcken,Folkungagatan 6C,3,74.3,3897,2700000,"
            +13 %
          ",2389380
Uppsalakommun,FrämreLuthagen,Torsgatan 8 D,4,110.3,4970,5010000,"
            +11 %
          ",4513513
Uppsalakommun,Årsta,Körvelgatan 49B,2,60.3,3424,1600000,"
            +7 %
          ",1495327
Uppsalakommun,Kåbo,Dag Hammarskjölds väg 15B,1,27.0,2315,1560000,,1495327
Uppsalakommun,Luthagen,Norrlandsgatan 44A,3,77.0,3974,2895000,"
            ±0 %
          ",2895000
Uppsalakommun,Höganäs,S:t Olofsgatan 50A,3,84.5,4365,3320000,"
            +25 %
          ",2656000
Uppsalakommun,Gottsunda,Musikvägen 18,5,121.5,7084,2105000,"
            +6 %
          ",1985849
Uppsalakommun,Kungsängen,Kungsängsgatan 57 E,3,77.0,4677,2737500,"
            -1 %
          ",2710396
Uppsalakommun,Uppsala,Torbjörnsgatan 20,1.5,48.4,2263,2000000,"
            +11 %
          ",1801801
Uppsalakommun,Centrum,Bäverns gränd 24,4,91.0,5130,3550000,"
            +2 %
          ",3480392
Uppsalakommun,Salabacke,Årstagatan 27,1,41.0,2230,1670000,"
            -1 %
          ",1653465
Uppsalakommun,Svartbäcken,Swedenborgsgatan 30B,2,63.5,4655,2510000,"
            +9 %
          ",2302752
Uppsalakommun,Luthagen,Tiundagatan 45,4,89.0,4866,4160000,"
            +16 %
          ",3586206
Uppsalakommun,Luthagen,Blandargatan 10,3,81.0,4287,2950000,"
            ±0 %
          ",2950000
Uppsalakommun,Centrum,Stationsgatan 24,3,85.0,4210,3800000,"
            ±0 %
          ",3800000
Uppsalakommun,Fålhagen,Vaksalagatan 44 A,1,21.0,1402,1440000,"
            +32 %
          ",1090909
Uppsalakommun,Salabacke,Årstagatan 27,3.5,82.0,4064,2450000,"
            +12 %
          ",2187500
Uppsalakommun,Årsta,Fyrislundsgatan 50,3,83.5,2985,2290000,"
            +28 %
          ",1789062
Uppsalakommun,Kapellgärdet,"Orgelgatan 13, VÅN 4",2,36.0,1874,2000000,"
            +6 %
          ",1886792
Uppsalakommun,Svartbäcken,Svartbäcksgatan 97 C,3,63.0,4379,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Kungsängen,Muningatan 27,2,61.0,2900,3075000,"
            +23 %
          ",2500000
Uppsalakommun,Centrum,Dragarbrunnsgatan 55B,1,37.0,2197,2295000,"
            +15 %
          ",1995652
Uppsalakommun,Kåbo,Banérgatan 10A,2,60.0,3065,2825000,"
            +13 %
          ",2500000
Uppsalakommun,Kungsängen,Industrigatan 35,1,34.0,1991,2200000,"
            +10 %
          ",1999999
Uppsalakommun,Flogsta,Flogstavägen 5D,2,63.0,5675,2400000,"
            +34 %
          ",1791044
Uppsalakommun,Gränby,Råbyvägen 55F,2,54.0,3187,1900000,"
            +6 %
          ",1792452
Uppsalakommun,Luthagen,Sturegatan 17A,1,39.6,2145,1595000,"
            ±0 %
          ",1595000
Uppsalakommun,Luthagen,Luthagsesplanaden 8 A,2,68.0,3892,2455000,"
            +4 %
          ",2360576
Uppsalakommun,Nyby,Wivalliusgatan 39,2,61.0,3053,1720000,"
            +8 %
          ",1592592
Uppsalakommun,Salabacke,Apelgatan 9C,2,59.5,3181,2050000,"
            +21 %
          ",1694214
Uppsalakommun,Luthagen,Pelargatan 12,3.5,87.0,4290,3280000,"
            +10 %
          ",2981818
Uppsalakommun,Ekeby,Reykjaviksgatan 124,4,101.0,4478,4350000,"
            +18 %
          ",3686440
Uppsalakommun,Centrum,Kungsgatan 7 B,3,67.0,3867,2695000,"
            ±0 %
          ",2695000
Uppsalakommun,Luthagen,Rörgatan 4,3,81.0,4277,3400000,"
            +15 %
          ",2956521
Uppsalakommun,Svartbäcken,Svartbäcksgatan 42A,5,150.0,7458,9750000,"
            ±0 %
          ",9750000
Uppsalakommun,Kungsängen,Tullgarnsgatan 3,1,34.0,1873,2350000,"
            +15 %
          ",2043478
Uppsalakommun,Fålhagen,Torkelsgatan 8A,2,50.0,3415,2400000,"
            +9 %
          ",2201834
Uppsalakommun,Fjärdingen,S:t Johannesgatan 4 A,4,108.0,5716,4250000,"
            +12 %
          ",3794642
Uppsalakommun,Höganäs,S:t Persgatan 45B,2,36.0,2728,2275000,"
            ±0 %
          ",2275000
Uppsalakommun,Svartbäcken,Folkungagatan 4 A,2,59.3,3552,2300000,"
            +5 %
          ",2190476
Uppsalakommun,Fålhagen,Petterslundsgatan 16A,1,32.0,1854,1565000,"
            +12 %
          ",1397321
Uppsalakommun,Centrum,Dragarbrunnsgatan 11A,3,80.0,3655,3095000,"
            ±0 %
          ",3095000
Uppsalakommun,Luthagen,Gimogatan 11C,2,41.5,2512,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Luthagen,Tegnérgatan 36C,4.5,101.0,5593,5400000,"
            +26 %
          ",4285714
Uppsalakommun,Centrum,Vaksalagatan 30A,2,64.0,3707,2295000,"
            ±0 %
          ",2295000
Uppsalakommun,Kapellgärdet,Vattholmavägen 4 D,2,67.0,3856,2510000,"
            +5 %
          ",2390476
Uppsalakommun,Luthagen,Dalgatan 28,2,53.0,3020,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Luthagen,Gluntens Gränd 1,3,126.0,5073,7700000,"
            +3 %
          ",7475728
Uppsalakommun,Salabacke,Murargatan 3,2,62.5,2849,2000000,"
            +6 %
          ",1886792
Uppsalakommun,SALABACKE,Johannesbäcksgatan 97,3,78.0,4464,2750000,"
            ±0 %
          ",2750000
Uppsalakommun,Fålhagen,S:t Göransgatan 25,1,45.0,2085,2550000,"
            +28 %
          ",1992187
Uppsalakommun,Centrum,Kungsängsgatan 36 F,3,81.1,4682,2610000,"
            +2 %
          ",2558823
Uppsalakommun,Fålhagen,Vaksalagatan 32,4,114.5,6453,4700000,"
            +7 %
          ",4392523
Uppsalakommun,Nyby,Viktor Rydbergsgatan 31,1,42.5,2966,1500000,"
            +8 %
          ",1388888
Uppsalakommun,Gränby,Blixtgatan 25,2,61.5,3040,1920000,"
            +7 %
          ",1794392
Uppsalakommun,Fiolbacken,Valthornsvägen 6,2,64.0,4044,1300000,"
            +19 %
          ",1092436
Uppsalakommun,Centrum,Skolgatan 12B,3,88.8,3972,3650000,"
            +2 %
          ",3578431
Uppsalakommun,Årsta,Fyrislundsgatan 54,3.5,83.5,2935,2400000,"
            +20 %
          ",2000000
Uppsalakommun,Fålhagen,Hjalmar Brantingsgatan 7B,2,58.7,2989,2950000,"
            +14 %
          ",2587719
Uppsalakommun,FrämreLuthagen,Odensgatan 5 A,5,145.0,5434,7300000,"
            +22 %
          ",5983606
Uppsalakommun,Fålhagen,Väderkvarnsgatan 54A,2.5,63.0,3354,2600000,"
            ±0 %
          ",2600000
Uppsalakommun,Salabacke,Årstagatan 18C,1,23.5,1596,1295000,"
            ±0 %
          ",1295000
Uppsalakommun,Salabacke,Byggmästargatan 17 B,2.5,62.5,3282,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,FulleröHage,Meteorvägen 28,2,53.0,3092,1745000,"
            +3 %
          ",1694174
Uppsalakommun,Rosendal,Torgny Segerstedts allé 21,4,107.0,5132,6175000,"
            -1 %
          ",6113861
Uppsalakommun,Luthagen,Luthagsesplanaden 6A,1,21.0,932,1800000,"
            +6 %
          ",1698113
Uppsalakommun,Salabacke,Murargatan 16A,4,87.3,4819,2795000,"
            ±0 %
          ",2795000
Uppsalakommun,Höganäs,Vaksalagatan 38B,2.5,68.0,3856,2745000,"
            +2 %
          ",2691176
Uppsalakommun,Löten,Bellmansgatan 26,3,67.0,3641,2025000,"
            +2 %
          ",1985294
Uppsalakommun,Gränbybacke,Solskensgatan 11,2,59.5,3598,1950000,"
            ±0 %
          ",1950000
Uppsalakommun,Bellman,Bellmansgatan 2,2,67.0,3641,1850000,"
            +3 %
          ",1796116
Uppsalakommun,Luthagen,Klockargatan 1,4,108.0,5688,3600000,"
            +4 %
          ",3461538
Uppsalakommun,Svartbäcken,Svartbäcksgatan 100B,3,72.0,3796,3020000,"
            +8 %
          ",2796296
Uppsalakommun,Luthagen,Geijersgatan 46A,2,49.0,3177,2200000,"
            ±0 %
          ",2200000
Uppsalakommun,Fålhagen,Fålhagsleden 13,5,116.0,5656,5150000,"
            +8 %
          ",4768518
Uppsalakommun,FrämreLuthagen,Götgatan 11,4,116.0,4831,5325000,"
            +7 %
          ",4976635
Uppsalakommun,Höganäs,"S:t Persgatan 45B, 1tr",2,36.0,2728,2250000,"
            +13 %
          ",1991150
Uppsalakommun,Centrum,Svartbäcksgatan 43D,2,63.8,3797,2400000,"
            +27 %
          ",1889763
Uppsalakommun,Uppsala,Kungsängsgatan 21,1,45.0,1870,2400000,"
            +12 %
          ",2142857
Uppsalakommun,Bellman,Bellmansgatan 158,3,81.5,4132,1910000,"
            -4 %
          ",1836538
Uppsalakommun,Rosendal,Rosendalsvägen 22,1,33.0,2122,1795000,"
            +6 %
          ",1693396
Uppsalakommun,Uppsala,Gimogatan 6A,4,122.0,6157,4250000,"
            +10 %
          ",3863636
Uppsalakommun,Höganäs,S:t persgatan 45 B,1,28.0,2123,1700000,"
            ±0 %
          ",1700000
Uppsalakommun,Kungsängen,Siktargatan 18,1,48.0,3355,2200000,"
            ±0 %
          ",2200000
Uppsalakommun,Sommarro,Norbyvägen 77A,3,66.7,3513,3000000,"
            +11 %
          ",2702702
Uppsalakommun,Lindbacken,Storstensvägen 67,4,93.5,3128,4250000,"
            +10 %
          ",3863636
Uppsalakommun,Nyby,Viktor Rydbergsgatan 3,3,76.5,4366,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Årsta,Fänkålsgatan 1,3,78.0,4403,2055000,"
            ±0 %
          ",2055000
Uppsalakommun,Årsta,Kamomillgatan 3,3,78.0,4280,2040000,"
            +8 %
          ",1888888
Uppsalakommun,Nyby,Viktor Rydbergsgatan 33,2,63.5,3966,1495000,"
            ±0 %
          ",1495000
Uppsalakommun,Gränby,Råbyvägen 57A,3,78.0,4474,2300000,"
            ±0 %
          ",2300000
Uppsalakommun,Kungsängen,Sågargatan 9A,4,115.0,4567,6000000,"
            ±0 %
          ",6000000
Uppsalakommun,Salabacke,Årstagatan 17,2,56.5,3255,1810000,"
            +1 %
          ",1792079
Uppsalakommun,Salabacke,Murargatan 22C,2,56.1,2776,2200000,"
            +16 %
          ",1896551
Uppsalakommun,Svartbäcken,Swedenborgsgatan 34 A,2,69.0,4387,2660000,"
            +7 %
          ",2485981
Uppsalakommun,Svartbäcken,Egilsgatan 3A,2,45.0,3239,2120000,"
            +18 %
          ",1796610
Uppsalakommun,Luthagen,Prästgatan 3,3,93.0,3709,4700000,"
            +34 %
          ",3507462
Uppsalakommun,Luthagen,Tiundagatan 50 B,4,91.2,4751,3700000,"
            +6 %
          ",3490566
Uppsalakommun,Höganäs,Alriksgatan 1D,2,56.5,3015,2100000,,3490566
Uppsalakommun,Herrhagen,Herrhagsvägen 180,5,117.0,7901,1950000,"
            +3 %
          ",1893203
Uppsalakommun,Uppsala,Liljegatan 13B,1.5,45.0,2814,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Ulleråker,Gustaf Kjellbergs väg 5,3,87.0,4582,3880000,"
            +34 %
          ",2895522
Uppsalakommun,Kungsängen,Siktargatan 7 D,2.5,106.0,6184,4050000,"
            +7 %
          ",3785046
Uppsalakommun,Sävja,Blekingevägen 15,4,95.4,5904,1530000,"
            +10 %
          ",1390909
Uppsalakommun,Luthagen,Ringgatan 16A,1.5,47.0,2528,2500000,"
            +14 %
          ",2192982
Uppsalakommun,Salabacke,Johannesbäcksgatan 88C,3,72.3,3892,2320000,"
            +1 %
          ",2297029
Uppsalakommun,CentrumUppsala,Vaksalagatan 22B,4.5,115.0,5756,5800000,"
            -3 %
          ",5631067
Uppsalakommun,KAPELLGÄRDET,Portalgatan 76,3.5,99.0,5035,3300000,"
            +14 %
          ",2894736
Uppsalakommun,Nyby,Lidnersgatan 37,1,39.5,2682,1495000,"
            ±0 %
          ",1495000
Uppsalakommun,Kungsängen,Viragatan 3,3,81.0,4614,3350000,"
            -1 %
          ",3316831
Uppsalakommun,Luthagen,Gimogatan 2 A,2,44.0,2800,2170000,"
            +9 %
          ",1990825
Uppsalakommun,FÅLHAGEN,Petterslundsgatan 17,4,92.0,4102,3050000,"
            +2 %
          ",2990196
Uppsalakommun,Centrum,Dragarbrunnsgatan 11A,2,53.0,2971,2350000,"
            -2 %
          ",2303921
Uppsalakommun,Luthagen,Sibyllegatan 7B,2,54.0,3491,2375000,"
            +1 %
          ",2351485
Uppsalakommun,Gränby,Stormgatan 17,3.5,95.4,4540,2050000,"
            +14 %
          ",1798245
Uppsalakommun,Höganäs,S:t Olofsgatan 43C,2,61.0,3121,2100000,"
            +11 %
          ",1891891
Uppsalakommun,Gottsunda,Henry Wemans väg 12,4,90.0,4684,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Kapellgärdet,Portalgatan 62,2,58.5,3459,2500000,"
            +4 %
          ",2403846
Uppsalakommun,Ulleråker,Ulleråkersvägen 70,2,67.0,4312,2215000,"
            +1 %
          ",2193069
Uppsalakommun,Salabacke,Fyrislundsgatan 21A,3,80.0,4530,2695000,"
            ±0 %
          ",2695000
Uppsalakommun,Kapellgärdet,Portalgatan 78,2,56.0,3249,2700000,"
            +18 %
          ",2288135
Uppsalakommun,Fålhagen,Eskilsgatan 7A,2,54.5,2864,2300000,,2288135
Uppsalakommun,NYBY,Lidnersgatan 38,1,41.0,2916,1420000,"
            ±0 %
          ",1420000
Uppsalakommun,Gottsunda,Cellovägen 104,2,62.5,3580,1475000,"
            +23 %
          ",1199186
Uppsalakommun,Salabacke,Ritargatan 3,1,42.1,2159,1550000,"
            ±0 %
          ",1550000
Uppsalakommun,Ultuna,Bäcklösavägen 3,3,74.0,4252,2650000,"
            +6 %
          ",2500000
Uppsalakommun,Löten,Bellmansgatan 12,5,136.0,8006,3050000,"
            +5 %
          ",2904761
Uppsalakommun,Luthagen,Hällbygatan 38B,3.5,87.5,4361,3300000,"
            +11 %
          ",2972972
Uppsalakommun,Fålhagen,Ymergatan 26B,1.5,45.0,2903,2150000,"
            +13 %
          ",1902654
Uppsalakommun,Gränby,Molngatan 4,3,77.5,3958,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Salabacke,Lästmakargatan 3 A,1,44.0,2868,1700000,"
            +8 %
          ",1574074
Uppsalakommun,ÖvreSlotts,Övre Slottsgatan 12,3,99.0,4916,5850000,"
            +7 %
          ",5467289
Uppsalakommun,Kåbo,Banérgatan 5 B,3,65.0,3658,2800000,"
            +2 %
          ",2745098
Uppsalakommun,Luthagen,Bredmansgatan 4B,1,18.5,984,1780000,"
            +12 %
          ",1589285
Uppsalakommun,Centrum,Botvidsgatan 16 B,2,62.0,3923,2975000,"
            +3 %
          ",2888349
Uppsalakommun,Kapellgärdet,Torngatan 32,1,39.0,2509,1950000,"
            +9 %
          ",1788990
Uppsalakommun,Salabacke,Murargatan 1,2,62.5,2849,2100000,"
            +11 %
          ",1891891
Uppsalakommun,Fålhagen,Fålhagsleden 2C,2,57.5,2869,2750000,"
            +10 %
          ",2500000
Uppsalakommun,Svartbäcken,Sköldungagatan 35,3,82.4,2502,2900000,"
            +16 %
          ",2500000
Uppsalakommun,Norby,Svampvägen 4A,3,76.0,4007,1820000,"
            -9 %
          ",1669724
Uppsalakommun,Centrum,Kungsängsgatan 36B,1,30.6,1955,2150000,"
            +13 %
          ",1902654
Uppsalakommun,Höganäs,Väderkvarnsgatan 8B,1.5,44.0,2341,2470000,"
            +24 %
          ",1991935
Uppsalakommun,Kapellgärdet,Portalgatan 65,3,73.5,4262,2600000,"
            +4 %
          ",2500000
Uppsalakommun,Fålhagen,Torkelsgatan 10B,3,74.2,3783,3425000,"
            +7 %
          ",3200934
Uppsalakommun,Årsta,Kamomillgatan 5,2,63.0,3771,1875000,"
            +11 %
          ",1689189
Uppsalakommun,Sommarro,Lindsbergsgatan 5B,4.5,90.0,4961,3940000,"
            +13 %
          ",3486725
Uppsalakommun,Gränby,Regngatan 13,2,59.5,3725,1900000,"
            +3 %
          ",1844660
Uppsalakommun,Kungsängen,Sågargatan 13D,2,62.0,3661,3100000,"
            +15 %
          ",2695652
Uppsalakommun,NorraRosendal,Dekangatan 10 (2-1103),1,26.0,1524,1395000,"
            ±0 %
          ",1395000
Uppsalakommun,Centrum,Svartbäcksgatan 43D,2,63.8,3835,2310000,"
            +16 %
          ",1991379
Uppsalakommun,Kungsängen,Kungsgatan 93D,2,54.0,2597,2740000,"
            ±0 %
          ",2740000
Uppsalakommun,Rosendal,Grindstugegatan 2,3,91.0,3894,4275000,"
            -5 %
          ",4071428
Uppsalakommun,Salabacke,Apelgatan 7A-FAST PRIS!,1,25.5,1467,1395000,"
            ±0 %
          ",1395000
Uppsalakommun,Svartbäcken,Torbjörnsgatan 40,3,85.9,3752,2650000,"
            +6 %
          ",2500000
Uppsalakommun,Gåvsta,Gåvstavägen 76,3,78.5,4148,2350000,"
            -2 %
          ",2303921
Uppsalakommun,Norby,Malma stenväg 2,3,63.5,3798,2000000,"
            +18 %
          ",1694915
Uppsalakommun,FrämreLuthagen,Fredsgatan 3,3,74.7,4585,3350000,"
            +20 %
          ",2791666
Uppsalakommun,Sommarro,Norbyvägen 46 C,3,90.0,3748,4550000,"
            +14 %
          ",3991228
Uppsalakommun,Luthagen,Gimogatan 8A,3,83.0,4545,3200000,"
            +11 %
          ",2882882
Uppsalakommun,Bellman,Bellmansgatan 166,5,113.0,5429,3100000,"
            +35 %
          ",2296296
Uppsalakommun,Ling,Lings väg 83,2,69.0,4236,1950000,"
            +3 %
          ",1893203
Uppsalakommun,Kungsängen,Tullgarnsgatan 23,2,72.0,3394,2800000,"
            +2 %
          ",2745098
Uppsalakommun,Luthagen,Tegnérgatan 15B,1,43.5,2283,2350000,,2745098
Uppsalakommun,Nyby,Munters gata 17,2,57.5,3441,1780000,"
            +19 %
          ",1495798
Uppsalakommun,Årsta,Fyrislundsgatan 52,3,83.5,2736,2170000,"
            +28 %
          ",1695312
Uppsalakommun,Fålhagen,Torkelsgatan 17G,2,40.0,2792,2100000,"
            +6 %
          ",1981132
